Пол,Сообщение
False, Очередная хуемразь в очередной раз 20 лвл ДС Тян девушку женщину с желанием часто и стабильно общаться встречаться ирл выпивать или просто сидеть дома и смотреть онеме сериалы фильмы стримы ютуб Проще говоря кого то близкого Такие дела тг donquixotte vk vk com id226489682
True, 1 тян 20 киев хотя сейчас не в киеве лолз каникулы 2 я не очень интересная читаю слушаю одно и то же лет по 5 ною что черное зеркало скатилось и смеюсь в 2018 с мемов про соционику 3 степень отчаяния такая что ищу кого то попереписываться на пару дней или недель пока сычую было бы круто конечно найти друзей на долгий срок и для общения ирл но я очень сомневаюсь что это можно сделать здесь so предпочтительнее тян потому что в целом люблю тян больше но если ты кун то будь максимум адекватным пожалуйста 4 телега skeevechan
False, 1 Благовещенск Амурская обл 23 года мужской пол 2 Расскажу при личном общении если тебе будет интересно конечно же 3 Парень девушка трансгендер боевой вертолет меня это не слишком волнует Гораздо важнее чтобы нам было о чём поговорить и самое главное мы ощущали себя комфортно в компании друг друга 4 Dandolo Telegram 
False, 1 17 kun 2 все понемногу если сообразительная умеешь в постиронию и ребячество со мной будет интересно 3 няш мяш тяночку будем няшиться в эти новогодние пасмурные дни ну или гулять и травить друг другу рофляночки если ты янитакая 4 dogexoin68 gmail com
True, 1 Версаль Франция 18 тян 2 Любло рисовать орать с мемасов если знаете место где можно хорошо потанцевать с радостью туда отправлюсь 3 Ищу с кем можно здесь погулять в окрестных городках или в Париже 4 ShaderyCat телеграм
False, 19 кун Город не скажу просто как минимум чтобы не было ответов раз в 100 лет у меня 7 к мск имейте ввиду Кого угодно только тг kekcelt Можно было бы ещё сказать чтобы вы не сливались через пару слов но вряд ли это возможно так что пишите все
False, Кун19лвл Санкт Петербург Не имею интересов замкнут в себе просто существую Человека для общения и прогулок Телега Mn1144
False, ДС если ты всех бесишь постоянно творишь хуйню говоришь хуйню и ржешь и поэтому у тебя нет друзей то пиши сюда assenizator
False, 1 Кун 22 Спб дс2 2 Психология политология и прочий ненужный мусор это не важно по сути темы найдутся со 100 вероятностью 3 Тян для совместного От тебя ничего не требуется кроме няшной внешности и не возражать против тактильного контакта А то праздники мадам много а няшную тян не могу найти О себе расскажу в диалоге уже 4 kwisatz_h телега
False, Ян 22лвл вк 
False, СРОЧНО 1 Гость из столицы в Воронеже еще на два дня но завтра 3е для встреч предпочтительнее мне 25 я молодо врач не всрат ищу приятной плотской компании на завтра что технически сегодня Есть опыт как и в классической доминации в роли господина так и в роли папочки для прелестной малышки 2 В идеале ищу вот кого девушку с которой можно или провести интимно время или сходить с не на эротический массаж для пар оплачу или же просто в том ил ином виде приятно провести вечер вместе лучше конечно предварительно выпив 3 Вче указано выше Тг после первого письма при знакомстве Фото тогда де К тебе никаких почти требований только будь пожалуйста постройнее 4 forsomethingspecial33 yahoo com
False, СРОЧНО 1 Гость из столицы в Воронеже еще на два дня но завтра 3е для встреч предпочтительнее мне 25 я молодо врач не всрат ищу приятной плотской компании на завтра что технически сегодня Есть опыт как и в классической доминации в роли господина так и в роли папочки для прелестной малышки 2 В идеале ищу вот кого девушку с которой можно или провести интимно время или сходить с не на эротический массаж для пар оплачу или же просто в том ил ином виде приятно провести вечер вместе лучше конечно предварительно выпив 3 Вче указано выше Тг после первого письма при знакомстве Фото тогда де К тебе никаких почти требований только будь пожалуйста постройнее 4 forsomethingspecial33 yahoo com
False, ДС старичок 25 Иинтересов не много и не мало Ищу адекватного собеседника на поздний вечер ночь каждого дня пол не играет роли можете свалить на меня свои проблемы и рассказать о наболевшем или просто пообщаемся о чем нибудь tg avrilgoff
False, 1 Город возраст пол Казань 25 М 2 Об интересах в двух словах Игры стримы аниме переводы фото 3 Кого ищем девушку 4 Ваши контакты если это логин в месенджере или соцсетях то уточняем где именно vk tg 
False, Москва Роли не играет 24 Кун Многосторонняя личность интересов тьма от банального кино книги музыка до геймдизайнинга науч фантастики восточных единоборств формулы 1 и ночных прогулок Сам по себе человек добрый без каких либо заёбов Ищу девушку для общения на любые темы возможно что то и на большее можно пообщаться IRL если ты из Мск а так всё равно откуда ты vk tg Lanceray
False, Здорово ебать Кун 19 Рязань волосатые ноздри Человека для разговора о всякой хуйне polnaya_luna
False, Парень 19 лет ДС2 Санкт Петербург В серьезных отношениях с богом сна Мне надо добраться до русского музея выручи
False, чет не спится тяночку поговорить бы мне 20 лет если что потравлю тебе забавные истории или немного поною arzacar
False, Ижевск Старичок 25 лвл ищет с кем бы погулять в эти длинные выходные Ну или в кино Дуров id420603546
False, 1 17 м Петербург 2 Ничего особенного 3 Ищу с кем поговорить скучно Возраст пол не важен feelzbad тг
False, кунец 18лвл поболтать с хорошей тяной желательно надолго moripsina
False, 1 23 года 2 играю в лигу легенд разные игры в стиме смотрю стримы и ем еду не люблю агрессивных людей 3 кого угодно 4 
False, Телега ahist
False, 1 Орёл 19 М 184 65 2 Если коротко о самом основном то музыка и кино 3 Ищу девушку для лампового общения и прогулок а дальше что будет то будет 4 
False, Кун 20 лвл из ДС Интересы Да всего понемногу разговор поддержать могу на любые темы Ищу тян 18 21 лвл для общения а дальше уже как пойдет Знаю что это практически нереально но я верю в чудеса Телеграм lostraveler
False, 
False, Завтра уже буду в городе но только вечером RoseOfWind
False, 1 23 мск 2 обычные увлечения 3 кого угодно 4 Ищу того кто прямо сейчас прогуляется со мной в районе Лосиноостровской 
True, СПб девушка 25 Грустненько без парня было бы здорово это исправить Предпочитаю общение ирл Извращенка лол без элементов БДСМ в сексе мне скучно я сабочка и люблю суровых холодных парней Немного о себе безнадёжный гуманитарий люблю осмысленные беседы не люблю нытье Высокая и вредная 3 Немного о тебе 30 лет грамотность и чувство юмора Тg MojaMarlen
False, дата какая
False, На днях буду в дс проездом Может найдётся человек с которым можно будет пообщаться потусоваться Сам кун 
False, 1 17 м мск 2 Музыка самопознание гитарки повышение квалификации любого вида 3 Тян сходим в кинец пообщаемся телами мб 4 Прикрепляю мыло там потом в тележку двинем если шо Dogexoin68 gmail com
False, 1 26 M 2 Обсудим в чатике 3 Пол не важен Cобеседника на разные темы 4 Дискорд SOULBLAST 5694
False, Ищут адекватного собеседника мужского пола для голосового общения yu65kAi154
False, 1 Крым Симферополь 20 лвл кун 2 Об интересах в двух словах 3 с кем бы пообщаться 4 телега dvims
False, 1 Тамбов 18 кун 2 Игори кинцо смешные картинки 3 Тян погулять сходим 4 Телега suka_blyat1488 
True, Запои праздники всем здравствуйте 1 пишет в чат женщина Hодом из Таллина так проживаю в святом ДС 2 2 социально неловкая импульсивная нервозная творческая и пьющая от бати передалось 3 ищу людей откуда угодно естественно петербуржцы это люкс Поговорить о хуйне выпить погулять или не погулять Предупреждение 1 я свободна 2 не вижу смысла в общении с занятым молодым человеком 3 я красивая 178 56 4 обмен двумя тремя словамии не интересует Можешь в диалог Жду Почта если неудобно переместимся в вк valentinatyotka yandex ru p s если меня читает человек который прочел шлем ужаса г на Пелевина мне нужен разговор по душам Z просто не в состоянии понять конец 
False, 1 Кун ДС2 наверно взрослый 2 Никому нет дела до интересов главное быть на одной волне Интересно расскажу Немного патлач говорят приятный голос Могу курить кальян и пить сидр не более того Оч люблю людей необычных взглядов даже если холиварю с ними 3 Хочу подругу человека для общения и всего что около FWB не обязателен хотя всё бывает Пиши если тебе нравится реально графоманские диалоги это я могу нравится своими мыслями и слушать чужие 4 Скайп herr_waldstein
False, 1 Киев 29 М 2 Смаковать хорошее кино обсирать говеное кино думать как бы снял эту сцену я играть в игры делать игры разговаривать переживать драматичные сцены читать перфекционизм фотография женщины оружие вокал гитара вот это вот все Обожаю сыр в любых его проявлениях 3 Тяноподругу абсолютно независимо от возраста которой интересна хотя бы часть моих увлечений ну общаться и вместе проводить время как то же нужно Цель общаться проводить вместе какую то часть того немногого свободного времени что у меня есть доверительные отношения Всегда было приятнее откровенничать с тян ну ты знаешь мужики же ничего не чувствуют вернее притворяются Всяческие межполовые и сексуальные поползновения за цель абсолютно не ставлю но приятнее общаться с привлекательным человеком это я намекнул Так что пиши буду рад познакомиться 4 ТГ m3exo
False, Я пьян и хочу приставать к девочкам пишите девочки я буду к вам приставать блять сука пиши GloniusResyn
False, 1 Петербург 19 кун 2 Музыка аиб О себе Затворник друзей знакомых не имею депрессивен сижу на таблетках 3 Ищу кого нибудь с такими же проблемами 4 мыло 
True, Петербург тян 19 пообщаться прямо сейчас потому что скучно и спать не хочется я вроде общительная но зануд не люблю sorrynots0rry
False, 1 Meh все как всегда дс2 кун 26 2 Всего понемногу и где то чуть глубже 3 Девушку от 16 но не старше меня Для чего ты мне Дружить Это как минимум для долгого плодотворного взаимодействия Главное найти точки соприкосновения восприятия тогда общение будет интересным Если ты не в плену меркантильных стереотипов если добрая чуткая милая если ты забиралась на чердаки в поисках прошлого если ты шуршала листами советских книг если тебя хоть раз поражали богатые интересным пустоты вселенной если в твоем подсознании рождаются чуждые образы если твоё воображение способно генерерировать упоротую чушь если ты умеешь чувствовать атмосферу окружения создавать ее если ты любишь мрак туман и страх если ты собираешь черепа птиц клыки волков или бритвы если ты не до конца разочаровалась в этом мире даже если узнала что действительно такое боль И если хоть что то из этого играет на струнках твоего восприятия вызывая переживания радость то тогда мы найдём о чем поговорить 4 Почта но можно будет перекатиться zdelak a гмыло ком
False, 
False, Мужчина Москва Возраст у меня слегка за 30 Можно сказать что я образ настоящего мужчины который знает что хочет Имею внутренний стержень К девушкам в целом отношусь очень по доброму и нежно В целом на на бордах не сижу анкету выложил мой личный помощник Сейчас есть какое то количество свободного времени для общения с новыми людьми Мой telegram Пиши мне Повторно пощу анкету чтобы уточнить что это правда все а не шутка не прикол не троллинг 
False, Есть кто из Эстонии Чёт вообще одиноко чисто учёба и работа Надоело телега basania
False, Минск 23 кун Раньше был хикканом и социофобом пиздастрадал даже пытался покончить с собой Сейчас вроде ситуация получше работаю пропиваю деньги в дешевых барах хожу на эмарьские гиги и даже на рейвы заваливаюсь если больше делать нечего Люблю музыку в основном сопливую типа пост рока слоукора залипаю под дрон эмбиент но всякий панк и производные тоже люблю и уважаю Интересуюсь кинематографом как авторским так и лютым трэшем вроде японских бодихорроров и продукции Тромы Книги читаю все реже но когда то угорал по контркультуре и всякой экзистенциальной хуете немного разбираюсь в философии Есть две плойки и сотня игр в стиме но катаю в доту Аниме смотрю в основном олдскульное вообще люблю японцев и японскую культуру Так уж вышло что до сих пор девственник и ищу в первую очередь тян ВК 
False, Мск М 26 Кого нить на январь или подольше побродить по мск потупить что поделать кино выставки театры покатать шары карманный бильярд поиграть нет обычный пул восьмёрку го ебанем кий держать могу могу и твой подержать крч или свои какие предложения кидайте или что придумаем вместе Не аддиктивное ебобо адекватнича интересы и прочее в тг polkilogovna
False, сап мне 23 я из дс1 Психоавт алконавт мои единственные в жизни достижения ачивки в стиме проебаны все полимеры Может кто нактит со мной стеклоотчестителя моя телега edwardradical
False, 1 Мне 27 я усат и лиственоват СД 2 2 Тупой нищий всратый больной ультраомега одинокий по жизни вечно усталый без интересов лимита Прихожу после быдлоработки домой смотрю стримы или аниму и ложусь спать Мечтаю однажды разобраться с здоровьепроблемами и начать жить 3 Писечку под плед обниматься или потенциального соседа в всратую коммуналку 4 
False, 1 Астана 22 года кун 2 Интересуюсь всем что способно изменить наш мир 3 Ищу простую ламповую тян с интересными тараканами в голове для ламповых посиделок и проявлений всякой милоты Если тебя считают странной то я ищу именно тебя 4 SirDiamond
False, Кун 17 лвл из дс2 но это не важно Ищу собеседника в Скайп пока я играю в первый резик zoot135 
False, 1 Парень 20 Краснодар 2 Люблю всякое разное кинцо сериалы музыку короче говоря всего по мелочи не суть важно 3 Тян на предмет поговорить 4 Телега Proqrastination можно перекатиться куда удобнее 
False, 1 Уфа ДС только до 10 01 2017 Кун 2 Я люблю поболтать о всякой хуйне о человеческом разуме увлекаюсь прогерством Тяны с которыми я общался раньше говорили что я очень милый Люблю обниматься смотреть кино с сериалами в компании кого нибудь кушать мел пить апельсиновый сок после чистки зубов корицу запах стиранного белья острую еду футуристически научные темы люблю синий и розовый цвета игру ГорячийЛинияМайами синтвейв да и вообще много чего люблю 3 Ищу кого угодно для супер милых сообщений лампового общения сердечек пожеланий спокойной ночи и просто дружбы Буду рад если ты будешь из моего города Уфа ну или в ДС чтобы мы могли сходить погулять в кино лампово посидеть в БК и так далее з 4 телега alxivnv
False, Москва 25 кун Интересы и тому подобное при общении Девушку fftyw
True, Алиса 16 лет Москва люблю аниме фильмы и стикеры в вк
False, Дс2 27 Кун Бухаю работаю Ищу тян для общения бухича Телега bigbro351
False, 1 Чайковский знаю лично Снейлкека и Лизку ну как знаю видел пару раз 18 рокiв ну в смысле летом будет ну ламинат или паркет не определился еще 2 Алкоголь сигареты правда это зависимость ну да ладно 3 Ищу ламинат паркет заебал 4 
False, 1 Нижний Новгород 19 кун 2 Всякая разная хрень в основном 3 Ищу тян примерно своего возраста если тут такие вообще имеются 4 Telegram ria_rain
False, Я чувак из Барнаула Ищу таких как я сумасшедших и смешных yaletayusnaruzhivsehizmereniy yandex ru
False, Во 1 иди нахуй Во 2 я в другмо городе В 3 мы все равно не встретимся я в другом городе cardinalsin
True, доброго времени суток котики тянучка 18 лет живу в жопе но недалеко находится ДС о себе лучше расскажу в лс кого я ищу Обычного собеседника желательно куна ибо с тянками как то не очень ладится общение который способен связать хотя б 2 слова и сформулировать мысль если ты не способен даже на это то смело отправляйся на хуй ах да пожалуйста не будь старше 22 ух А так я готова с вами пообщаться на любые темки Проходите не стесняйтесь Вообще жду вас в лс 
False, Почта отклеилась vxtgtf yandex ru
False, Сап соц Кун ДС 30 Ищу девушку старше 18 не люблю совсем уж юных дурочек для того чтобы приятно проводить время Сходим на Климта обдерем коленки на катке половим снежинки в бассейне под открытым небом не бойся там не замерзнешь и не простудишься сгоняем на концертик или рейв сидя на балконе и пуская дым посмотрим цветные движущиеся узоры Хуй большой ебусь охуенно 
False, ДС2 парень 25 лвл Девушку покурить бошек попиздеть за жизнь погулять по ночному городу sashasashevich1992 gmail com
False, Оч жду тяночек в лс хочу лампово добухать доупарывать нг вдвоем жмж это весело но надоело
False, Челябинск пошли снеговика слепим Пишите в ВК id441706826
False, 1 М Москва 25 2 Компы настольные и ролевые игры гитара пешие прогулки стандартные 3 Тян которая разделяет один из моих не стандартных интересов 4 Тг MyVeryLongName
False, 1 Минск 23лвл лиственный всрато кун 2 Аниме философия естественные науки футбол 3 Вообще в идеале ищу тян которая бы меня захотела но так как это априори невозможно ищу братьев омежиев таких лузеров в плане тян как Именно тех кто в принципе не интересен тянкам а не красивых социопатов просирающих верняки Зачем Хочу создать группку для таких как мы Будем плакаться друг другу в желетки делиться историями хейтить нормал фагов и тянок Ах да можно и вылезаторствовать Делиться опытом 4 Мой ВК 
True, Тян Хочу куна 30 40 лвл чтобы поговорить про сериалы животных оружие Я люблю когда вместе приятно и легко Я ищу куна именно чтобы поговорить мне часто бывает скучно на работе Мне все равно откуда ты все равно мы вряд ли встретимся Но если что для меня не важен размер хуя главное чтобы кун был высокий его тело было не слишком рыхлым а кожа не была покрыта язвами Например Арми Хаммер очень хорош на мой вкус 0unicorn mail ru
False, 1 Воронеж кун 2 Ищу тело которое научит меня хоть чуть чуть говорить на ангельском взамен могу научить чему нибудь из музыки 3 Тлг sincum
False, Кун питер 22 Ищу девушку которой тоже как и мне нечего будет делать еще неделю и у нее будет время поговорить вылезти куда нибудь ну или просто стандартно познакомиться поговорить 1 вечер и забить хуй на друг друга навсегда мыло потому что не умею потом менять логин телеги anshedar list ru
True, 1 Храбрый путник возраста 23 лет из города Москва 2 Работаю инженером играю в лигу легенд читаю книги развлекаюсь как могу 3 Спутника или компаньона женского пола 4 телега underlight
True, Кострома 24 ж Никого не ищу просто пообщаться охота неважно откуда ты Желательно старше 23 лет Тележка Cmiyd
False, 1 ДС 22 кун 2 Всё в процессе беседы 3 Ищу тян для совместного похода в кино возможен и иной вариант досуга Идти в одиночку желание отсутствует Кино выберешь сама мне важна лишь твоя кампания 4 Telegram vantablackyy
False, 20 Екб парень Математика философия история практика осознанных сновидений политика классическая музыка Ищу интересного собеседника Для бесед обо всем и не о чем Так же можно встретиться ИРЛ Телеграмм suppus
False, Екатеринбург 22 м 6 10 шарю за мемы игры и много ещё чего Пообщаться кого нибудь желательно с Екб тг youngfaust
False, 1 М 31 176 Перешёл в свой миддл ейдж Недавно меня схедхантили из Петербурга в Москву Поэтому теперь я коренной москвич Нравится тяжелая музыка Литература Знаком как с Аполлинером Рамблэ Мором так и Кингом Апдайком Кундерой Правда только по произведениям Но зато однажды я встретил Боярского Он покупал молоко в магазине на Миллионной Ещё люблю гулять по новым местам По старым не люблю 2 Ищу девушку для общения Может в кино там Или на выставку Тебе от 25 3 kz_vm
False, 1 ДС 2 М 2 3 Кого нибудь прогуляться по центру 4 earpderp
False, Иркутск фор э уайл кун 23лвл 189 95 open minded person внешка 6 10 Из интересов старая музыка сериальчики достоевщина буковщина Тян старше 18 Будет супер если ты занимаешься музыкой рисуешь пишешь или просто любишь читать хорошие книги слушать хорошую музыку Широкий взгляд на жизнь и чувство юмора приветствуется Цель знакомства приятное общение походы в кино на каток куда там еще можно в нашем городе уездном ortiz1110 mail ru или телега impossibear107
False, Тупа попиздеть
False, 1 ДС 23 кун всратый неламповый нищеброд 169 80 2 Игры аниме манга 3 Собственную тян на всю жизнь 4 vlastelin yahoo com
False, 1 22 Калининград мужик ёпт 2 Пить играть в вов и дебильно шутить Но могу и за квазары там побазарить биологию антропологию за всю вот эту хуйню бездуховную пиндосскую 3 Да похуй лишь бы разговаривать умел или умела Можно вкукабе попиздеть можно и затусить где нибудь 4 Векашечка 
True, О себе молодая особа женского пола Интересы Сапфо Валериан Боровчик Rome возрождение готика ФМД Чоран эрос Stefan George Тотенбург О тебе мужской пол здравый ум laumia
False, 1 Курск 20 мэйн кун 2 Одиноко в этим новогодние праздники хочется найти интересного общения с тем кому так же одиноко как и мне хочется делиться добром и хорошим настроением Чувствовать в собеседнике что то свое и теплое 3 Девушку от 16 будешь моей принцессой если растопишь оковы одиночества для общения в сети и не частых прогулок 4 вк 
False, Дс1 Давай лампово общаться
False, Кун DC 25 Не всрат мил и социально активен но сейчас нужна собеседница из этих же ебеней вырвать меня из объятий апатичной хандры Послушаю твои истории и поделюсь своими пусть дела сейчас говно но оно закончится и я взорву твой мир миллионами огней и подарю весь спектр ощущений от ламповых прогулок до песен под гитару у костра Абсолютно пустой вк 
True, Красноярск 21 Люблю сычевать кинцо и другие онлайн дрочильни ну и конечно же Тян с похожими увлечениями для общения и нездорового времяпрепровождения telegram sillynigga
True, 1 Минск 18 Ж 2 Алкоголь и сигареты 3 Ищу даму которая разбавит мое общажное одиночество 4 Телега Toeffl
True, Ищю тян для поиграть в вов может помогу с акком или лиху лехенд ру тг tfordring
False, Челябинский хикка аутист 20 лвл Из увлечений чтение научпопа фантастики игоры и путешествия в the Internet Изредка могу в фильмы и аниме но без фанатизма Интересна тема разработки развивающих игр Не переношу запах табака и домашних животных тем не менее есть кошка доставшаяся по наследству с которой смиренно живу лол В основном сижу дома но периодически появляюсь на локациях пятёрочка и мусорка Друзей нет В общении я autism так что be patient Дрыщ Ищу тян со схожими вводными для общения и прогулок в парке свежий воздух полезен для организма да Можем настолку развернуть правда последний раз я играл в них лет 10 назад Tg karimon
False, Залетайте кто хочет пообщаться от 20 
True, Кто сейчас из тян покажет не фейковые прелести Безвозмездно желательно Можно без лица Никуда не пощу не сохраняю для личного одноразового использования evgenvlnv 
False, 1 Наб Челны 21лвл м 2 Всего понемногу 3 Тян необязательно с моего города пообщаться вечерами ирл желателен примерно моего возраста 4 socsoc2ch mail ru
False, питер 23 лвл Нравятся игры и геодезия играю в хс и в гвинт Приятным бонусом будет если вы так же любите лоу фау как и я Ищу прост с кем попиздеть по тг желательно конечно чтобы питер wintersummer tg
False, Я красавчик и я кун evgenvlnv 
False, У вас есть желание или планы куда то сходить на этих праздниках Вам просто хочется гулять Пишите ему в тг 
False, Парень 23 года Томск Ищу девушку для отношений 
False, Пишите evgenvlnv 
False, кун 17 лвл ищу тебя 
False, Бухнуть сейчас Дс2 Кун 24 центр васька Желательно тян Телега ThomasMontenegro
False, Парень 18 лет познакомлюсь с симпатичной девушкой в городе Нижний Тагил ddd471
False, М 25 Хочу посмотреть Минск послезавтра Если ты вдруг в нём живёшь или будешь в этот день хочешь погулять по городу и у тебя нет компании можем объединиться 
False, Челябинск Тян Много работаю имею цветные волосы и татуировки Не курю иногда пью и гуляю по дорогам Ищу тян 18 для целовашек обнимашек и секса Важно что бы ты была именно девушкой Без стрижки под мужика и тонны лишнего веса noesliverish
False, ДС2 20 М Прямолинейный и хитрый прагматичный и спонтанный одновременно кунчик человек парадокс в общем ламповый к тому же Эмпатия ещё иногда играет по желанию мизинца на левой ноге Тогда вообще ультраняша становлюсь вне конкуренции Интересов достаточно мне мои интересы интересные От других не требую иметь аналогичные но любить слушать интересности про мои интересы должно быть интересно иначе мне будет неинтересно Ещё люблю болтать и находиться в диалоге а не заниматься саморекламой в надежде что понравлюсь человеку Так что если у тебя есть о чем рассказать и что обсудить это безусловный плюс тут не взлетит Это работает в обе стороны к слову Ищу либо куна приятеля но тогда у тебя должна быть тачка премиум сегмента в идеале SUV вроде Cadillac Escalade Зачем Чтобы кататься по ночному Петербургу и кайфовать под музыку Или тян приятельницу без хуйни вроде биопроблем школьного возраста претензии на илитарность из за того что потребляешь какой то сорт контента и самореализовывания через это потребление Тян для отношений не ищу Маминых принцесс с любовями и желаниями просьба не беспокоить Я не шлюхан ни разу но запираться в клетке не хочу и свою свободу ограничивать буду самостоятельно В идеале найти довольную своим холостым положением тян которая работает работу и не имеет перманентного нытливого состояния но в то же время любит общаться с людьми на доверительном уровне Возраст желательно немного больше моего rot_in_pieces
True, 1 Минск 18 Ж 2 Алкоголь и сигареты 3 Ищу которая разбавит мое общажное одиночество 4 Телега Toeffl
False, Санкт Петербург м25 Ищу с кем сегодня 2 января сходить на каток который в новой Голландии Время 21 30 цена вопроса 500 600 рублей 2000 в залог либо документ На пол и возраст поебать лишь бы адекватные Если будет больше одного человека соберём компанию не проблема
False, Забыла оставить контакты Плачу уже что никто не написал Зашла проверить а контактов нет фух Повторю рассмотрю любые варианты 
False, 1 Уфа 27 М 2 То что интересно тебе 3 Ж для нового опыта общения 4 cherryswocabolly
False, 1 Санкт Петербург 21 м 2 Да всего понемногу музыка кино подробнее лучше при личной встрече 3 Компанию или просто друга на синей ветке метро Питера да хоть где я сам не отсюда мне бы хоть с кем то теперь общаться 4 Telegram 79991252876 vk id345150454
False, 1 ДС 25 М 2 Любой интерес 3 Ищу любого человека который тоже заебался киснуть в эти новогодние праздники дома 4 cantstopultra yandex ru
False, 1 Хикка хуика кун 19 лет Москва 2 Расскажу все что захочешь при личной беседе 3 Ищу тян домоседку примерно моего возраста примерно моей дислокации для вылезания ирл Говорят я неплохой собеседник tg New2Faith
