Пол,Сообщение
False, 1 Обнинск 22 М 2 Шабить дрочить делать всякую залупу 3 Если ты тян или милый трап ведь тян без члена не тян то напиши бы 4 
False, 1 Нижний Новгород 22 хуемразь 2 Прокрастинация и деградация немного умею в компьютеры 3 Себя 4 Телега fun_off
False, Кун 22 Дс Пообщаться с тян перед сном Dsfdsfdd 
False, 1 ДС 24 М 2 Порнография насилие словоблудие медитация 3 Ищу злую суку которая не будет вызывать жалости 4 t me gartunga
False, Парень 18 лет Коломна Их нет Ищу общение а то чот в последнее время как то скучно FoxyAkaFox telega
True, Тян 26 лвл мск Фантастика велопрогулки архитектура книги сериалы Общение на позитиве не важно кто Тг el_pupso
False, 1 М 25 Екатеринбург 2 Читал смотрел слушал много всего в различное время поэтому перечислять все не стану а скажу только что представляет интерес на данный момент Маргинальные книжки издательств Колонна Опустошитель и иже с ними Мрачная электроника даб техно дип хаус индастриал нойз вот это все Фильмы Пазолини Фассбиндера и прочих извращенцев 3 Пол не принципиален сердце занято Поэтому общение В интернетах или когда нибудь ирл 4 
False, 1 Москва М 2 русская музыка и кофе история древнего рима и картография времен эпохи возрождения ядерная физика и польский с чешским языки 3 Кого ищу Я знаю что ли Кого нибудь кто из дома может вылезти не через два года переписок а побыстрей например 4 dedelviz07 gmail com
False, 1 ДС 15 кун 2 Двач аниме политика музыка 3 Хикка куна тоже из ДС чтобы вместе вылезать из сычевален 4 vk com redzavr
False, 1 St Petersburg 17 y o man 2 Music making stupid compositions in FL Memes YouTube video editing Games csgo gta5 and that s all xdd also I like anime pics but I don t watching anime 3 А вот тут по русски напишу Хочу найти человека с похожей ситуацией на мою у меня нет друзей и знакомых по причине того что я понаех Ну так вот если вдруг захочешь общение и вылезти ирл то пиши Пол и возраст не особо важны TG naruta
False, 
False, alirem arhti navlu huns hile hord hafne dile talegm FaruWay
False, напиши мне shdwr Я тоже люблю японский а ещё другие иностранные языки 
False, 1 кун 24 лвл 2 Аниме аниме игори аниме Хоспале какие интересы 3 Тян Да не хватает именно общения общения с тян уже тульпу собрался мутить но тут подумал что лучше с живой тян Было бы збс если ты тоже аутистка и не можешь в общение Хуй его знает в общем 4 YinFaggot
False, 
True, Короче мне нужен опыт в нормальных отношениях с противоположным полом Тян из Томска kakabichno mail ru
False, Кун дс 29 Интересы есть живу с котом Мало сплю много работаю Тян на потрещать за жизнь перед сном Надоело разговаривать с котом Телега gonagetyou
False, ДС2 24 кун в основном познание и рукотворчество ну и по мелочи всякое тян готовую к ИРЛ прогулкам и чем то увлеченную Lanthanosuchus
False, А на пососать не хочешь Я бы не против 
False, 1 М ДС2 20 лвл 2 Спорт общение музыка 3 Тян для общения и возможной встречей ирл 4 тг Seaface
False, Минск 17 М Люблю проводить время в играх не ноулайфер Ищу тяночку внешность не важна и возраст pzkpfiv mail ru
True, Тян дс без пары месяцев взрослая Ищется подружка без всякой морализаторской хуйни высших сословий и пиздостраданий Куны мимо есть ебырь smivauwayasa
False, 1 Дс 22 кун 3 Тянку или куна не важно кого нибудь попиздеть на вечер а то чот состояние хоть в петлю иди 4 Телега Drolz
True, 1 допустим ДС но на самом деле нет 21 тян 2 пытаюсь в технарство психологию и не пиннание определенных предметов вместо дел 3 1 кого угодно адекватного на годно заобщаться в сети 3 2 ирл загулять на новогодние в мск 4 qogmer
True, Дамы и Господа Давайте посмотрим что изменилось со времени нашей последней встречи Посвящается предновогодней депрессии 1 23 ж Город не будет иметь значение мы никогда не встретимся 2 Поэзия музыка например постсоветский андерграунд 3 Сударь Вы прочли аж до сюда Так верно Вас Слова подвергнуты сомнению 4 С наилучшими пожеланиями 
False, 1 17 ДС qun 2 биты там шаблю временами 3 чисто кого нибудь посмокать грина а то одному уже заебало 4 supdoris телега 
False, парень Мне очень не хватает с кем поговорить Нытье размышления впечатления творчество поделись со мной Кто угодно ИРЛ на границе невозможного вы сами не захотите Просто будь хорошим Или хорошей Я могу отвечать не сразу но отвечу всем тележка ya_treniruyus
False, Модератор удали мое предыдущее сообщение если это возможно ohhhhmda13 bk ru этот адрес ТОЧНО работает Пишите 
False, кун 20 лвл ищу тян 17 лучше онли инет все равно в моей мухасрани вряд ли кто то живет среди всех зданий в которых живут обычные люди я знаю именно в твоем окне не горит свет потому что ты нечто большее arzacar тележка
False, 1 кун ДС 2 20 лвл 2 не буду выебыватсься 3 тян перекат в ирл 4 
True, Женщина прототип чеховского Беликова за 20 ищу кого угодно любого статуса хуятуса с бабой или без гея или нет главное чтобы умел разговаривать Возвращаюсь в свой тёмный город поэтому я не против заобщаться для дальнейшего Не совсем тупая логичная длинная и тощая но тараканы мешают построению нормальной жизни В данный момент хочу поговорить голосом я давно этим не занималась Кто угодно и о чем угодно скайп for2chsoc знакомым здравствуйте Почта zhmet ms mail ru
False, Ищу тян что бы встретить новый год вместе лампово подбухивая и смотря всякую ебень по тв город Сарапул Фоточку и прочее скину как только найдешься sassuwunnu
False, 19 m ДС Кино музыка чтение свежий воздух смешные картинки и порнография Девушку 18 из ДС с хотя бы немного схожими интересами JeffTheShroom
False, кун 21 дц ищу с кем побахать в овервотч тг Dialess викей jfmsup
False, Врн парень 25 лет Не всрат и даже няшен Переодически очень депрессивен всегда задумчив иногда улыбчив Из интересов графомания и соответственно книги сериалы Просто девушку просто для общения Телеграм in_words
False, Москва 18 кун Тян или няшный кун похуй Поебаться естественно у тебя дома а то у меня Телега The Loopa
False, Минск 21 м листва Диприсивный социофоб хика люблю музыку спорт Ищу хике тян худинькую низинькую для лампового общения и просмотров ониме под пледиком
False, ДС 18 парень Никому неизвестный матфолк из саундклауда смешные мэшапы проебывание пар в кинотеатре на очередном околоартхаусном говне игоры дота тривиадор с друзьями и возможно тобой если ты напишешь Ищу людей с быстрым перекатом в ирл не считаю прогулки чем то сакральным надеюсь те кто напишут тоже Желательно тян eqweil телеграм
False, Не находит 
True, Минск 18 Ж Ищу кого то для совместного времяпровождения Телега ambassadoor
False, М ДС 20 лвл расскажу о себе при общении Ищу тян для общения а дальше Хуй его знает что дальше просто хочется найти хорошего человека Внешность значения не имеет Телега lostraveler
False, Ты до сих пор смотришь Наруто Ахахах 
False, 1 ДС2 18 не важно 2 Мои интересы вряд ли кому то сдались а если и сдадутся то в процессе расскажу 3 Анимепидоров чтобы общаться о всяком мб с перекатом в анимепидорские конфы 4 Мыло Телега 
False, 18 лвл кун ДС Ищу к к куньчика чтобы п п поняшиться где то в холодном снегу так как места нет и вообще всего хорошего вам там Требований к твоей внешности нет надеюсь что и к моей не будет Но есть люди кого я это успешные успешным вход воспрещен Если ты считаешь себя самодостаточным самостоятельным если у тебя высокая самооценка если ты доволен своей жизнью если ты не склонен терпеть людей которые хуже тебя если ты лол просьба Однако буду рад видеть каких нибудь личностей всякие утонченные высокодуховные натуры Либо каких то таких слабых неудачников которые прямо утю путю жизни нет гроб гроб пидор Тут нет особых критериев И вообще лучше написать чем не написать Правда ничего не бойся возможно мы сможем поладить Но если нет то ничего страшного Почта noipumloher yandex ru Потом можем перекатиться в фейкопашу 
False, Ты Да да именно ты напиши мне Дс2 м 20 Тг iamtwentytwo
False, Ищу девушку полнейшую сабмиссив вежливую добрую наивную что проявляется в абсолютно виктимном поведении слабая полный набор идеальной жертвы или просто омежная тян как принято говорить чего собственно я и ищу я хочу быть тем кто будет пользоваться твоей доверчивостью тем кому ты можешь довериться и отдаться 
False, Красноярск кун 18 ищу тяночку Обсуждение всякого прогулки и общения Телега NiandraLadesT
False, 18 лвл парень 7 8 10 питер ищу тян чтобы поняшиться телеграмм Grendru
False, 1 СПб 29 М Только что переехал с целью изменить что то в жизни 2 Погромист друзей нет необщительный Люблю велосипед коньки ролики настольные игры путешествия филармония боулинг аквапарк прогулки до посинения Не жиробас не дрищ Некоторые говорят что я хороший человек 3 Девушку друга 20 28 Можно просто общение можно совместное времяпрепровождение можно отношения Кароче хочу дарить тепло и получать его чтоб было жарко и все вспотели от счастья 4 
False, 25 м живу в мухосрани сегодня я ищу друзей для общения в интернетах общаться будем на темы программирования веб программирования сочинения музыки звукозаписи игры на гитаре английского языка политики кино и прочего romendakil
False, Test
False, Помогите с геометрией пожалуйста 
False, 21лвл Томск хороший мальчик все пишите тг grafsng
False, напиши мне плес 
False, 1 кун 26 дс 2 юрист и спец по рискам и страхованию ничего интересного Вообще много чего интересно мамкин эрудит 3 а вот тут самое интересное Я хочу пообщаться с глухим человеком Мне не важно кун или тян не важен возраст увлечения и проч Мне действительно интересен твой способ взаимодействия с миром и окружающими ведь ты иначе смотришь на все иначе ощущаешь мир если сможешь поделится этим то я буду очень благодарен тебе 4 t me YaroslavLawyer
False, 3200 ММММРРР
False, Ищу тян которая заполнит моё разбитое сердечко от прошлой тян Могу попросить фоточки так что будьте готовы Мне 19 Город неважен ирл не интересует да и явно с таким уродом никто не выйдет гулять ТГ honeydrlng А и некоторым важно смотрю аниме 
True, ДС почти 18 Ж Об интересах расскажу если ты не анон и мне понравишься Телега kikmilk
False, только если ты тян 
False, идИ НЕАХУЙ
False, чо пацаны кто нибудь хочет в дото 
False, ну и зачем ты такая нужна
False, 0
True, тян 26 без разницы куна не ищу писку ебат не дам
False, я бесплатно отсосу
True, тян школьница люблю диалоги ни о чем aaqqaaqqaaq
False, Krd 18 m dota 2 only anime devochku
True, 1 Тян 21 ДС 2 Люблю я раскалённых арматур тепло промеж лопаток 3 Хочу найти тебя мой выспренный прораб 4 anniemated mail ru
False, 1 Воронеж 24 м 2 Интересов много поговорим о них в лс 3 Дорогой Дедушка Мороз прошу подарить мне на Новый Год ламповую тяночку Чтобы она была не тупая блядь ценила интеллект и сама являлась его носителем 4 Мои контакты 
False, Казань Сходите со мной на новогоднюю серию Доктора nuamkaa
False, Ростов на Дону 23 года Парень Гей уни пасс Ищу обеспеченного адекватного парня актива 25 aznov 94 rambler ru
True, Ищу Антона для совместного майнинга и просвещения во всю этому тему биткоинов Как то раз было общение с аноном у которого уже была ферма надеюсь снова тебя найти Спб 19 желательно встреча в ирле sechh
False, кун 22 дс2 ищу друзей по переписке любого пола 20 интересы тегешка 
False, 1 кун 20 лвл помойка 2 3 нужен человек для совместного вылезаторства что это под собой подразумевает формулирование целей ежедневный отчет о сделанном обмен полезной инфой и ссылками ну и вообще поддержу и подбодрю если руки опускаются 4 v akimov rambler ru нужны другие контакты спроси здесь или прямо на почте
False, Ставлю 2000 Так же без машины
False, Ставлю 1700 но без машины 
True, Днепр 16 ж Обычная школьница не привыкла говорить об интересах открыто Ищу друзей ну или просто людей для минутного общения вк телеграм salvia8900
True, За 1500 готова сделать минет в машине с проглотом кончи 
False, Да ты бы и в собачьей конуре пожил я смотрю
True, Ксюша Дс важно нет 0 pogulyaisomnoipls gmail com Киньте 50 рубасиков пожалуйста Я потом кину номер карты 
False, а как же студенческие общежития в которых за время учёбы пол универа побывать успело можно и там по первой перекантоваться
False, Москва Роли не играет 24 Кун Многосторонняя личность интересов тьма от банального кино книги музыка до геймдизайнинга науч фантастики восточных единоборств формулы 1 Сам по себе человек добрый без каких либо заёбов Ищу девушку для общения на любые темы возможно что то и на большее можно пообщаться IRL если ты из Мск а так всё равно откуда ты vk tg Lanceray
False, ДС кун 23лвл 189 95 open minded person не сноб не лжец внешка 6 10 Из интересов старая музыка сериальчики достоевщина буковщина Тян старше 18 Будет супер если ты занимаешься музыкой рисуешь пишешь или просто любишь читать хорошие книги слушать хорошую музыку Широкий взгляд на жизнь и чувство юмора приветствуется Цель знакомства приятное общение походы в кино на выставки прогулки с прицелом на отношения или как уж получится ху ноуз а то очень уж одиноко живётся ortiz1110 mail ru или телега impossibear107
False, Надо начинать со съемного жилья можно и в закаленных временем коммиблоках пожить и в новострое примериться а там уже решать с постоянкой Главное не через агента жилье искать сдерут втридорога а подсунут гниющую однушку
False, Тут как посмотреть еще новостройку можно сделать под свой вкус а жилье из девяностых уже пропёрженное и с устоявшимися традициями тут бы вот найти золотую середину где вроде бы новое но в тоже время уже начала появляться мебель и какой то стиль выделяющий данную квартиру от множества других 
False, Твои родители и собака 
True, Тян с комнатами в новостройках иногда заселяются нелепо в первые месяцы а то и годы заселения их комнат Лучше предпочесть опытных тян с жильем девяностых Кроме шуток кто хочет foursome 
False, fellowwww ДС кунц ищу тян ну я нормальный короче 
True, Хмм думаю можно объединить наши лингамы и найти какую нибудь богатую даму только не слишком старую желательно бы Но да думаю стоит попробовать поискать тян с просторными комнатами и желательно в новостройке если ты понимаешь о чем я 
True, Может мы здесь найдем богатых тян которые хотят больше больших лингамов 
True, Да что то неувязочка вышла но если там найдешь богача то дай мне знать если выделишь мне кладовку то могу тебя утешать и развлекать скучными вечерами
True, Такая же стори а я то думал что флиртую с квартирка куном лол пошел прочь и не мешай мне искать себе куна богача
False, 1 ДС четверть века девушка 2 escapism horse riding serials cookery handmade games motorcycle american cars biology herpetology ornithology aquariums gardening collecting memes 3 человеков для поиграть во что то не очень требовательное к пека человеков мужского пола для погулять этой прекрасной зимой но тут уже придется соответствовать адекватность добродушие опрятный внешний вид не всратость ровесники общие интересы На вкус и цвет всё разное напоминаю 4 tg h00dc4t В первом сообщении лучше рассказать о себе в виде такой же краткой анкеты А то эти ваши однообразные приветы и вопросы давно осточертели и о вас ни грамма не говорят 
False, Но я другой кун живу в шалаше но с большим Лингамом а у тебя есть просторная квартира можем помочь друг другу 
False, 1 Дс М 18 2 Я не знаю Ищу себя Размышляю об экзистенции Единственное что я точно знаю сцио ме нигиль сцире что я ничего не знаю 3 Опять же не знаю Кого нибудь кому можно периодически писать кого можно слушать Но в силу нехватки общения с противоположным полом хотелось бы чтобы это была тян 4 chapter_24
False, Надеюсь ты будешь беспощадно заселять мои комнаты всю ночь богатый успешный бизнес кун
False, Смотря сколько там будет комнат и сколько из них будут доступны мне 
False, А у тебя встанет на мою просторную квартиру 
False, А если у меня кое что другое большое ты мне дашь 
False, 1 Санкт Петербург СПб ДС2 25 лет мужчина 2 Ищу девушку чтобы отлично провести время у меня на квартире секс без обязательств Я симпатичный 1 80 рост адекватный Желания партнера принимаю во внимание Можем также посмотреть фильм и приготовить что нибудь провести время максимально уютно Алкоголь опционален 3 cozypozy689 gmail com
False, А ну уговорил пиши номер дам тебе в жопу Меня возбуждают квартиры чем больше тем лучше
False, Вот только они на мамку папку записаны
False, Посмотри в окно еблан У каждого по двушке и все дрочат на свою жилплощадь Ебаный скот в стойло рабы 
False, А что не так Вот скоро двушку в Москве покупаю
False, Не не нашел так сказать оцениваю шансы На всратость то похуй если конечно не совсем уж крокодил прост всратые и еще с ебанутыми запросами это какой то пиздец я понимаю что и на таких найдется долбаеб но всё же 
False, нельзя братишка это же двач нормальные на нем не сидят зачем им это Тут либо всратые ебанутые либо жирухи либо вниманиебляди с чсв либо все вместе лол Кстати всратые и ебанутые некоторые норм но и их тут мало 
False, 1 М ДС2 24 лвл С чувством юмора уровня б и не только могу в переписку могу в поддержку и эмпатию не занудный и не нытик с самоиронией и без ЧСВ Умеренно няшный ну по крайней мере не всратый довольно высокий 2 Электронная музыка манка видеоигры 3 Тян из ДС2 для общения и дружбы может чего то большего по взаимному желанию 4 тг Silent Witness или somefaggot yandex ru
False, Я когда постил подобные анкеты не про сраньё не нашёл Если ты нашёл могу за тебя лишь порадоваться 
False, М 25 ДС Книги кино Ламповое общение на различные темы можно потом перекатиться в скуп М Ж 21 listen_to
False, А если ты не хочешь шкуру которая готова чтоб ей срали на ебало Вообще тут можно нормальных найти а не ебанутых или вниманиеблядей с огромным чсв 
False, Человека или компанию Самофикс
False, I Рязань кун 20 II Прокрастинация и рефлексия III Рязань тян для вылезания куда нибудь ИРЛ IV dethdethdeth
False, Калуга 24 М Ищу члеовека или копранию Интересуюсь много чем проще сказать что не интересно Кого нибудь для прогулок бесед желательно тян Телега when
False, чет орнул
True, Киев тян 18 лвл Люблю макароны по флотски проебывать пары и рандомно спать в вагоне метро Из плохих привычек только мат и шутки про жопу Алкоголь не люблю Комплексы есть Немного разбираюсь в этих ваших игорах и онямах Хочу бросать дайсы и ничего не делать Ищу всех на попиздеть и погулять Может и куна на романтику хуянтику Ну знаешь чтоб ночью в телеграм смешнявку про Майдан жопу пёсиков скинул а утром я такая глянула и вау ты такой романтичный threeeyedboar
False, Неправильно ты дядя себе пару на дваче ищешь Ты всё как есть расписал и выхлоп у твоей анкеты будет ноль целых хуй десятых Твои переживания адекватность и ненавязчивость тут нахуй никому не всрались тем более когда ты их так старательно выписываешь Хочешь сельдь местную зацепить Надо так ДС Москва 26 Бизнесмен богат и подтянут Ищу шкуру чтобы ссать ей в пасть ну и срать тоже Ручаюсь тогда тебе половина паноптикума местного в первые пол часа отпишется 
False, ой завали ебало тут половина треда 25 
False, Иди на мамбу старпер
False, ДС кун 26 Ищу тянучку для вылезания ирл по субботам воскресеньям и походов куда нибудь noturpet
False, 19 киров кун Всяко разное игры книги манга философствование все что душе угодно Ищу с кем можно пообщаться и погулять после 24 числа женского пола тян Тг khornite
False, Парень Екатеринбург Я хотел бы найти собеседницу у которой ситуация по отношению к социуму такая же как у меня Чтобы хотя бы даже иллюзия понимания меня была Многое можно будет узнать по ходу переписки yourzaratusthra
False, Жду мальчиков и девочек пообщаемся honeydrlng
False, Кун дс 18 Ищу няшного кунчика пассива Почта theloopa1488 gmail com 
True, Тян 17лвл Дс2 Познакомлюсь _ Пишите 
False, Парень 21 лвл околоМинск В свободное время а его много люблю серфить инет читать всякую херню игорать в игоры слушать музыку и смотреть фильмы Работы нет нихуя нет окончил вуз все шансы устроиться в жизни как и друзей проебал Натворил много всякой хуйни о которой иногда жалею Когда были деньги путешествовал сейчас нет Пишите хоть кто отвечу всем furmein tutanota com
False, ЧСВ пизда avoid it 
False, Доброго времени суток Ищу собеседника цу любого возраста социального положения местопроживания т д для бесед о всяком разном начиная от относительно серьёзных тем и заканчивая всякой ерундой Люблю историю нравственно этическую сторону разных философий и религий некоторые медитативные практики а также читать и не работать Чрезвычайно люблю и ценю свою уединённость хотя в обществе чувствую себя уверенно Несмотря на своё в целом доброжелательное и тёплое отношение к людям довольно редко испытываю тягу к общению но иногда она таки даёт о себе знать как например сейчас sgrmdr
False, Kto net na pogovorit na night elpush Ja koon
False, Москва 21 Я вполне адекватный парень не раздолбай не всратый слежу за собой добрый пиздец Не пью уже не курю не юзаю Могу пояснить за жизнь Сейчас я че то в проблемах рашкинского бытия увяз и мало с кем общаюсь С животными живущими одним днём не контактирую машинки там музыка элитарная отношения философия сексологияпсихология саморазвитие юриспруденция наука политика вселенная нэвэльный мемчики поныть о жизни и так далее кароче сбалансированный серьёзный поцан privatemilo mail ru пишите оценка адекватности и можно вк 
False, Если ты тян из ДС 2 и 1 Русская Если есть немного других корней не хочешь как можно скорее свалить и не называешь русских людей пидорашками 2 Честная и искренняя 3 Не очкастая 4 Нормального веса нормального роста 165 175 45 65 5 Не говноглазая 6 Из полной семьи 7 21 27 лет 8 Некурящая не наркоскам не вписочница не социоблядь с кучей друзяшек и подружек Если есть пара подружек дружба с ними длится как минимум 5 лет 9 Имеешь высшее образование Хотя бы бакалавр 10 Наличие своей жилплощади автомобиля Не волнует как это всё получено 11 Не имеешь детей прошлых браков абортов не была изнасилована В идеале девственница или всего пару половых партнеров То пиши мне на VitaminCfan yandex ru и задавай свои ответы постараюсь не разочаровать 
False, Бля не туда
False, Рейт
True, Тян 18 лет Кострома место обитания Я в тупике В интересах найти себя понять себя Разыскиваю друзей врагов вне зависимости от гендеро предрасположенности местонахождения Я тут fireriful gmail com
False, 1 ДС 23 кун всратый 169 80 нищеброд 2 Игры аниме манга 3 Собственную послушную тян на всю жизнь 4 vlastelin yahoo com
False, поехали в телегу rename_after_30min
False, Дислокация не важна пол не важен ничего не важно Хотелось бы прямо сейчас поговорить с кем нибудь не совершенно глупым но также не удовлетворённым своей нынешней жизнью и возможно желающим выговориться о более серьёзных проблемах чем социальные интриги а ля Поссорился с еот И сама желаю выговориться не лить говно в человека 
False, 1 Кун 24лвл 175 рост глаза зеленые есть предположения что всрат Сочи 2 увлекаюсь работой и она уже основательно заебала хочу блять иногда выходить из офиса и не проебывать выходные за компом 3 Ищу тян для гуляночек и прочей социоблядской хуйни лампового время препровождения goose_1993 mail ru
False, 1 ДС2 17лвл М 2 Музыка мемесы ютабчик игоры 3 А хз кого то с кем мне будет интересно пол и возраст не важен Tg AnonFuture 
False, Мурманск парень 27 лет Ищу того с кем выпить Если это ещё и девушка будет вообще замечательно Обо мне многие говорят что я очень интересный собеседник Даже не всрат внешне Телега framePodelom
False, зовут саня уровень 17 мене нржавится kino всяка moozika и проклятые видеоигры ищу кого побазарить за всяку шнягу 
True, 1 ДС ж 2 Работа по будням игры по выходным люблю потрещать за жизнь 3 В связи с переездом ищу социально активных или стремящихся девушек из 20 30 лет с которыми можно походить в тренажерку я тут недавно пока выбираю бегать вечером ходить друг к другу в гости на лан вечеринки сессионки например Если ты никуда не выползаешь а хочется пиши 4 plsplshalp yandex ru
True, ДС 2 тянка 20 ищу человека который угостит трамалом фенозепамом или еще чем то вкусно интересным ну или приму в дар егермейстер пиши обсудим чо кого
False, Ну и желающие просто пообщаться тоже пишите Я поддержу общение Постараюсь по крайней мере 
False, Латвия кун Ищу человека который знает представляет как строится бизнес Не буду сильно напрягать вопросами просто по ходу диалога было бы круто узнать что то С меня ненапрягающее общение могу рассказать про IT сферу помочь в создании сайтов могу помочь с изучением английского можем на английском даже по скайпу базарить могу научить фотошопом пользоваться кек Контакты vk wanyoudo
False, М27ДС Да похуй на интересы Ищу человека hateusandseeifwemind
False, 1 ДС ОколоДС М22 182 75 17 тёмные волосы серые глаза на лицо норм никто не жаловался симпатичный 50 времени хожу с щетиной бородой Живота нет не дрыщ занимаюсь спортом Разносторонне развит интересуюсь различными темами от спорта музыки фильмов игр до книг it научных открытий Не омежка весёлый и с прокаченным чувством юмора иногда люблю аутировать Не люблю разговоры о политике 2 Ищу девушку тянку как угодно возраст не важен симпатичную стройную не овоща Для общения совместного аутирования временами походов в киношку ну и согревающего секса на улице холодно градус поддерживать надо Желательно чтобы у тебя было место как альтернатива будем снимать номер Свое место очень редко живу с овощем который постоянно дома Если заинтересовалась пиши пообщаемся и все обсудим Если живёшь в подмосковье то есть машина 3 telegram demonsrublevki
True, Тян жирная всратая 23лвл Скучно го потрещим перед сном necrofilochka
True, Тян жирная всратая 23лвл Скучно го потрещим перед сном necrofilochka
False, Нижний Новгород 25 кун Любить Тян
False, 1 24 кун ДС 2 Ни один из интересов не применим к обществу 3 Внезапно тян для пообщаться и вылезти ирл 4 masn3793
False, Кун 20 лвл подДСье Снова я в поисках той того самого человека который возможно будет моей второй половиной или хорошим другом Люблю слушать музыку в основном таксебе неизвестные группы от тяжёлого к легкому но готов слушать любые предложения Собеседник из меня никчемный но готов выслушать и пообщаться на более менее приземленные темы готов узнать что то новое для себя не готов слушать без конца о технологиях науках заумный высер пару интересных фактов это да не против от рекомендаций чтива и фильмов даже ониме при удачных обстоятельствах не против выбраться в ДС и погулять можно даже пивко Сейчас скорее всего буду спать а завтра с утра работаю но вечером возможно и сегодня отвечу игнора не будет 
